najwyzsza wartosc BTC,19279.9
najnizsza wartoœæ btc,172.0
srednia btc,3611.557359307359
najnizsza wartosc z³ota,1070.8
najwyzsza wartosc z³ota ,1768.9
srednia wartosc z³ota ,1337.838671454219
